2001/0/677	 not  fit
2000/398/657	 not  fit
2000/399/657	 not  fit
2000/400/657	 not  fit
2000/401/657	 not  fit
2000/402/657	 not  fit
2000/403/657	 not  fit
2000/404/657	 not  fit
2000/405/657	 not  fit
2000/406/657	 not  fit
2000/407/657	 not  fit
2000/408/657	 not  fit
2000/409/657	 not  fit
2000/410/657	 not  fit
2000/411/657	 not  fit
2000/412/657	 not  fit
2000/413/657	 not  fit
2000/414/657	 not  fit
2000/415/657	 not  fit
2000/416/657	 not  fit
2000/417/657	 not  fit
2000/418/657	 not  fit
2000/419/657	 not  fit
2000/420/657	 not  fit
2000/421/657	 not  fit
2000/422/657	 not  fit
2000/423/657	 not  fit
2000/424/657	 not  fit
2000/425/657	 not  fit
2000/426/657	 not  fit
2000/427/657	 not  fit
2000/428/657	 not  fit
2000/429/657	 not  fit
2000/430/657	 not  fit
2000/431/657	 not  fit
2000/432/657	 not  fit
2000/433/657	 not  fit
2000/434/657	 not  fit
2000/435/657	 not  fit
2000/436/657	 not  fit
2000/437/657	 not  fit
2000/438/657	 not  fit
2000/439/657	 not  fit
2000/440/657	 not  fit
2000/441/657	 not  fit
2000/442/657	 not  fit
2000/443/657	 not  fit
2000/444/657	 not  fit
2000/445/657	 not  fit
2000/446/657	 not  fit
2000/447/657	 not  fit
2000/448/657	 not  fit
2000/449/657	 not  fit
2000/450/657	 not  fit
2000/451/657	 not  fit
2000/452/657	 not  fit
2000/453/657	 not  fit
2000/454/657	 not  fit
2000/456/657	 not  fit
2000/457/657	 not  fit
2000/458/657	 not  fit
2000/459/657	 not  fit
2000/460/657	 not  fit
2000/461/657	 not  fit
2000/462/657	 not  fit
2000/463/657	 not  fit
2000/464/657	 not  fit
2000/465/657	 not  fit
2000/466/657	 not  fit
2000/467/657	 not  fit
2000/468/657	 not  fit
2000/469/657	 not  fit
2000/470/657	 not  fit
2000/471/657	 not  fit
2000/472/657	 not  fit
2000/473/657	 not  fit
2000/474/657	 not  fit
2000/475/657	 not  fit
2000/476/657	 not  fit
2000/477/657	 not  fit
2000/478/657	 not  fit
2000/479/657	 not  fit
2000/480/657	 not  fit
2000/481/657	 not  fit
2000/482/657	 not  fit
2000/483/657	 not  fit
2000/484/657	 not  fit
2000/485/657	 not  fit
2000/486/657	 not  fit
2000/487/657	 not  fit
2000/488/657	 not  fit
2000/489/657	 not  fit
2000/490/657	 not  fit
2000/491/657	 not  fit
2000/492/657	 not  fit
2000/493/657	 not  fit
2000/494/657	 not  fit
2000/495/657	 not  fit
2000/496/657	 not  fit
2000/497/657	 not  fit
2000/498/657	 not  fit
2000/499/657	 not  fit
2000/500/657	 not  fit
2000/501/657	 not  fit
2000/502/657	 not  fit
2000/503/657	 not  fit
2000/504/657	 not  fit
2000/505/657	 not  fit
2000/506/657	 not  fit
2000/507/657	 not  fit
2000/508/657	 not  fit
2000/509/657	 not  fit
2000/510/657	 not  fit
2000/511/657	 not  fit
2000/512/657	 not  fit
2000/513/657	 not  fit
2000/514/657	 not  fit
2000/515/657	 not  fit
2000/516/657	 not  fit
2000/517/657	 not  fit
2000/518/657	 not  fit
2000/519/657	 not  fit
2000/520/657	 not  fit
2000/521/657	 not  fit
2000/522/657	 not  fit
2000/523/657	 not  fit
2000/524/657	 not  fit
2000/525/657	 not  fit
2000/526/657	 not  fit
2000/527/657	 not  fit
2000/528/657	 not  fit
2000/529/657	 not  fit
2000/530/657	 not  fit
2000/531/657	 not  fit
2000/532/657	 not  fit
2000/533/657	 not  fit
2000/534/657	 not  fit
2000/535/657	 not  fit
2000/536/657	 not  fit
2000/537/657	 not  fit
2000/538/657	 not  fit
2000/539/657	 not  fit
2000/540/657	 not  fit
2000/541/657	 not  fit
2000/542/657	 not  fit
2000/543/657	 not  fit
2000/544/657	 not  fit
2000/545/657	 not  fit
2000/546/657	 not  fit
2000/547/657	 not  fit
2000/548/657	 not  fit
2000/549/657	 not  fit
2000/550/657	 not  fit
2000/551/657	 not  fit
2000/552/657	 not  fit
2000/553/657	 not  fit
2000/554/657	 not  fit
2000/555/657	 not  fit
2000/556/657	 not  fit
2000/557/657	 not  fit
2000/558/657	 not  fit
2000/559/657	 not  fit
2000/560/657	 not  fit
2000/561/657	 not  fit
2000/562/657	 not  fit
2000/563/657	 not  fit
2000/564/657	 not  fit
2000/565/657	 not  fit
2000/566/657	 not  fit
2000/567/657	 not  fit
2000/568/657	 not  fit
2000/569/657	 not  fit
2000/570/657	 not  fit
2000/571/657	 not  fit
2000/572/657	 not  fit
2000/573/657	 not  fit
2000/574/657	 not  fit
2000/575/657	 not  fit
2000/576/657	 not  fit
2000/577/657	 not  fit
2000/578/657	 not  fit
2000/579/657	 not  fit
2000/580/657	 not  fit
2000/581/657	 not  fit
2000/582/657	 not  fit
2000/583/657	 not  fit
2000/584/657	 not  fit
2000/585/657	 not  fit
2000/586/657	 not  fit
2000/587/657	 not  fit
2000/588/657	 not  fit
2000/589/657	 not  fit
2000/590/657	 not  fit
2000/591/657	 not  fit
2000/592/657	 not  fit
2000/593/657	 not  fit
2000/594/657	 not  fit
2000/595/657	 not  fit
2000/596/657	 not  fit
2000/597/657	 not  fit
2000/598/657	 not  fit
2000/599/657	 not  fit
2000/600/657	 not  fit
2000/601/657	 not  fit
2000/602/657	 not  fit
2000/603/657	 not  fit
2000/604/657	 not  fit
2000/605/657	 not  fit
2000/606/657	 not  fit
2000/607/657	 not  fit
2000/608/657	 not  fit
2000/609/657	 not  fit
2000/610/657	 not  fit
2000/611/657	 not  fit
2000/612/657	 not  fit
2000/613/657	 not  fit
2000/614/657	 not  fit
2000/615/657	 not  fit
2000/616/657	 not  fit
2000/617/657	 not  fit
2000/618/657	 not  fit
2000/619/657	 not  fit
2000/620/657	 not  fit
2000/621/657	 not  fit
2000/622/657	 not  fit
2000/623/657	 not  fit
2000/624/657	 not  fit
2000/625/657	 not  fit
2000/626/657	 not  fit
2000/627/657	 not  fit
2000/628/657	 not  fit
2000/629/657	 not  fit
2000/630/657	 not  fit
2000/631/657	 not  fit
2000/632/657	 not  fit
2000/633/657	 not  fit
2000/634/657	 not  fit
2000/635/657	 not  fit
2000/636/657	 not  fit
2000/637/657	 not  fit
2000/638/657	 not  fit
2000/639/657	 not  fit
2000/640/657	 not  fit
2000/641/657	 not  fit
2000/642/657	 not  fit
2000/643/657	 not  fit
2000/644/657	 not  fit
2000/645/657	 not  fit
2000/646/657	 not  fit
2000/647/657	 not  fit
2000/648/657	 not  fit
2000/649/657	 not  fit
2000/650/657	 not  fit
2000/651/657	 not  fit
2000/652/657	 not  fit
2000/653/657	 not  fit
2000/654/657	 not  fit
2000/655/657	 not  fit
2000/656/657	 not  fit
1999/0/684	 not  fit
1999/1/684	 not  fit
1999/2/684	 not  fit
1999/3/684	 not  fit
1999/4/684	 not  fit
1999/5/684	 not  fit
1999/6/684	 not  fit
1999/7/684	 not  fit
1999/8/684	 not  fit
1999/9/684	 not  fit
1999/10/684	 not  fit
1999/11/684	 not  fit
1999/12/684	 not  fit
1999/13/684	 not  fit
1999/14/684	 not  fit
1999/15/684	 not  fit
1999/16/684	 not  fit
1999/17/684	 not  fit
1999/18/684	 not  fit
1999/19/684	 not  fit
1999/20/684	 not  fit
1999/21/684	 not  fit
1999/22/684	 not  fit
1999/23/684	 not  fit
1999/24/684	 not  fit
1999/25/684	 not  fit
1999/26/684	 not  fit
1999/27/684	 not  fit
1999/28/684	 not  fit
1999/29/684	 not  fit
1999/30/684	 not  fit
1999/31/684	 not  fit
1999/32/684	 not  fit
1999/33/684	 not  fit
1999/34/684	 not  fit
1999/35/684	 not  fit
1999/36/684	 not  fit
1999/37/684	 not  fit
1999/38/684	 not  fit
1999/39/684	 not  fit
1999/40/684	 not  fit
1999/41/684	 not  fit
1999/42/684	 not  fit
1999/43/684	 not  fit
1999/44/684	 not  fit
1999/45/684	 not  fit
1999/46/684	 not  fit
1999/47/684	 not  fit
1999/48/684	 not  fit
1999/49/684	 not  fit
1999/50/684	 not  fit
1999/51/684	 not  fit
1999/52/684	 not  fit
1999/53/684	 not  fit
1999/54/684	 not  fit
1999/55/684	 not  fit
1999/56/684	 not  fit
1999/57/684	 not  fit
1999/58/684	 not  fit
1999/59/684	 not  fit
1999/60/684	 not  fit
1999/61/684	 not  fit
1999/62/684	 not  fit
1999/63/684	 not  fit
1999/64/684	 not  fit
1999/65/684	 not  fit
1999/66/684	 not  fit
1999/67/684	 not  fit
1999/68/684	 not  fit
1999/69/684	 not  fit
1999/70/684	 not  fit
1999/71/684	 not  fit
1999/72/684	 not  fit
1999/73/684	 not  fit
1999/74/684	 not  fit
1999/75/684	 not  fit
1999/76/684	 not  fit
1999/77/684	 not  fit
1999/78/684	 not  fit
1999/79/684	 not  fit
1999/80/684	 not  fit
1999/81/684	 not  fit
1999/82/684	 not  fit
1999/83/684	 not  fit
1999/84/684	 not  fit
1999/85/684	 not  fit
1999/86/684	 not  fit
1999/87/684	 not  fit
1999/88/684	 not  fit
1999/89/684	 not  fit
1999/90/684	 not  fit
1999/91/684	 not  fit
1999/92/684	 not  fit
1999/93/684	 not  fit
1999/94/684	 not  fit
1999/95/684	 not  fit
1999/96/684	 not  fit
1999/97/684	 not  fit
1999/98/684	 not  fit
1999/99/684	 not  fit
1999/100/684	 not  fit
1999/101/684	 not  fit
1999/102/684	 not  fit
1999/103/684	 not  fit
1999/104/684	 not  fit
1999/105/684	 not  fit
1999/106/684	 not  fit
1999/107/684	 not  fit
1999/108/684	 not  fit
1999/109/684	 not  fit
1999/110/684	 not  fit
1999/111/684	 not  fit
1999/112/684	 not  fit
1999/113/684	 not  fit
1999/114/684	 not  fit
1999/115/684	 not  fit
1999/116/684	 not  fit
1999/117/684	 not  fit
1999/118/684	 not  fit
1999/119/684	 not  fit
1999/120/684	 not  fit
1999/121/684	 not  fit
1999/122/684	 not  fit
1999/123/684	 not  fit
1999/124/684	 not  fit
1999/125/684	 not  fit
1999/126/684	 not  fit
1999/127/684	 not  fit
1999/128/684	 not  fit
1999/129/684	 not  fit
1999/130/684	 not  fit
1999/131/684	 not  fit
1999/132/684	 not  fit
1999/133/684	 not  fit
1999/134/684	 not  fit
1999/135/684	 not  fit
1999/136/684	 not  fit
1999/137/684	 not  fit
1999/138/684	 not  fit
1999/139/684	 not  fit
1999/140/684	 not  fit
1999/141/684	 not  fit
1999/142/684	 not  fit
1999/143/684	 not  fit
1999/144/684	 not  fit
1999/145/684	 not  fit
1999/146/684	 not  fit
1999/147/684	 not  fit
1999/148/684	 not  fit
1999/149/684	 not  fit
1999/150/684	 not  fit
1999/151/684	 not  fit
1999/152/684	 not  fit
1999/153/684	 not  fit
1999/154/684	 not  fit
1999/155/684	 not  fit
1999/156/684	 not  fit
1999/157/684	 not  fit
1999/158/684	 not  fit
1999/159/684	 not  fit
1999/160/684	 not  fit
1999/161/684	 not  fit
1999/162/684	 not  fit
1999/163/684	 not  fit
1999/164/684	 not  fit
1999/165/684	 not  fit
1999/166/684	 not  fit
1999/167/684	 not  fit
1999/168/684	 not  fit
1999/169/684	 not  fit
1999/170/684	 not  fit
1999/171/684	 not  fit
1999/172/684	 not  fit
1999/173/684	 not  fit
1999/174/684	 not  fit
1999/175/684	 not  fit
1999/176/684	 not  fit
1999/177/684	 not  fit
1999/178/684	 not  fit
1999/179/684	 not  fit
1999/180/684	 not  fit
1999/181/684	 not  fit
1999/182/684	 not  fit
1999/183/684	 not  fit
1999/184/684	 not  fit
1999/185/684	 not  fit
1999/186/684	 not  fit
1999/187/684	 not  fit
1999/188/684	 not  fit
1999/189/684	 not  fit
1999/190/684	 not  fit
1999/191/684	 not  fit
1999/192/684	 not  fit
1999/193/684	 not  fit
1999/194/684	 not  fit
1999/195/684	 not  fit
1999/196/684	 not  fit
1999/197/684	 not  fit
1999/198/684	 not  fit
1999/199/684	 not  fit
1999/200/684	 not  fit
1999/201/684	 not  fit
1999/202/684	 not  fit
1999/203/684	 not  fit
1999/204/684	 not  fit
1999/205/684	 not  fit
1999/206/684	 not  fit
1999/207/684	 not  fit
1999/208/684	 not  fit
1999/209/684	 not  fit
1999/210/684	 not  fit
1999/211/684	 not  fit
1999/212/684	 not  fit
1999/213/684	 not  fit
1999/214/684	 not  fit
1999/215/684	 not  fit
1999/216/684	 not  fit
1999/217/684	 not  fit
1999/218/684	 not  fit
1999/219/684	 not  fit
1999/220/684	 not  fit
1999/221/684	 not  fit
1999/222/684	 not  fit
1999/223/684	 not  fit
1999/224/684	 not  fit
1999/225/684	 not  fit
1999/226/684	 not  fit
1999/227/684	 not  fit
1999/228/684	 not  fit
1999/229/684	 not  fit
1999/230/684	 not  fit
1999/231/684	 not  fit
1999/232/684	 not  fit
1999/233/684	 not  fit
1999/234/684	 not  fit
1999/235/684	 not  fit
1999/236/684	 not  fit
1999/237/684	 not  fit
1999/238/684	 not  fit
1999/239/684	 not  fit
1999/240/684	 not  fit
1999/241/684	 not  fit
1999/242/684	 not  fit
1999/243/684	 not  fit
1999/244/684	 not  fit
1999/245/684	 not  fit
1999/246/684	 not  fit
1999/247/684	 not  fit
1999/248/684	 not  fit
1999/249/684	 not  fit
1999/250/684	 not  fit
1999/251/684	 not  fit
1999/252/684	 not  fit
1999/253/684	 not  fit
1999/254/684	 not  fit
1999/255/684	 not  fit
1999/256/684	 not  fit
1999/257/684	 not  fit
1999/258/684	 not  fit
1999/259/684	 not  fit
1999/260/684	 not  fit
1999/261/684	 not  fit
1999/262/684	 not  fit
1999/263/684	 not  fit
1999/264/684	 not  fit
1999/265/684	 not  fit
1999/266/684	 not  fit
1999/267/684	 not  fit
1999/268/684	 not  fit
1999/269/684	 not  fit
1999/270/684	 not  fit
1999/271/684	 not  fit
1999/272/684	 not  fit
1999/273/684	 not  fit
1999/274/684	 not  fit
1999/275/684	 not  fit
1999/276/684	 not  fit
1999/277/684	 not  fit
1999/278/684	 not  fit
1999/279/684	 not  fit
1999/280/684	 not  fit
1999/281/684	 not  fit
1999/282/684	 not  fit
1999/283/684	 not  fit
1999/284/684	 not  fit
1999/285/684	 not  fit
1999/286/684	 not  fit
1999/287/684	 not  fit
1999/288/684	 not  fit
1999/289/684	 not  fit
1999/290/684	 not  fit
1999/291/684	 not  fit
1999/292/684	 not  fit
1999/293/684	 not  fit
1999/294/684	 not  fit
1999/295/684	 not  fit
1999/296/684	 not  fit
1999/297/684	 not  fit
1999/298/684	 not  fit
1999/299/684	 not  fit
1999/300/684	 not  fit
1999/301/684	 not  fit
1999/302/684	 not  fit
1999/303/684	 not  fit
1999/304/684	 not  fit
1999/305/684	 not  fit
1999/306/684	 not  fit
1999/307/684	 not  fit
1999/308/684	 not  fit
1999/309/684	 not  fit
1999/310/684	 not  fit
1999/311/684	 not  fit
1999/312/684	 not  fit
1999/313/684	 not  fit
1999/314/684	 not  fit
1999/315/684	 not  fit
1999/316/684	 not  fit
1999/317/684	 not  fit
1999/318/684	 not  fit
1999/319/684	 not  fit
1999/320/684	 not  fit
1999/321/684	 not  fit
1999/322/684	 not  fit
1999/323/684	 not  fit
1999/324/684	 not  fit
1999/325/684	 not  fit
1999/326/684	 not  fit
1999/327/684	 not  fit
1999/328/684	 not  fit
1999/329/684	 not  fit
1999/330/684	 not  fit
1999/331/684	 not  fit
1999/332/684	 not  fit
1999/333/684	 not  fit
1999/334/684	 not  fit
1999/335/684	 not  fit
1999/336/684	 not  fit
1999/337/684	 not  fit
1999/338/684	 not  fit
1999/339/684	 not  fit
1999/340/684	 not  fit
1999/341/684	 not  fit
1999/342/684	 not  fit
1999/343/684	 not  fit
1999/344/684	 not  fit
1999/345/684	 not  fit
1999/346/684	 not  fit
1999/347/684	 not  fit
1999/348/684	 not  fit
1999/349/684	 not  fit
1999/350/684	 not  fit
1999/351/684	 not  fit
1999/352/684	 not  fit
1999/353/684	 not  fit
1999/354/684	 not  fit
1999/355/684	 not  fit
1999/356/684	 not  fit
1999/357/684	 not  fit
1999/358/684	 not  fit
1999/359/684	 not  fit
1999/360/684	 not  fit
1999/361/684	 not  fit
1999/362/684	 not  fit
1999/363/684	 not  fit
1999/364/684	 not  fit
1999/365/684	 not  fit
1999/366/684	 not  fit
1999/367/684	 not  fit
1999/368/684	 not  fit
1999/369/684	 not  fit
1999/370/684	 not  fit
1999/371/684	 not  fit
1999/372/684	 not  fit
1999/373/684	 not  fit
1999/374/684	 not  fit
1999/375/684	 not  fit
1999/376/684	 not  fit
1999/377/684	 not  fit
1999/378/684	 not  fit
1999/379/684	 not  fit
1999/380/684	 not  fit
1999/381/684	 not  fit
1999/382/684	 not  fit
1999/383/684	 not  fit
1999/384/684	 not  fit
1999/385/684	 not  fit
1999/386/684	 not  fit
1999/387/684	 not  fit
1999/388/684	 not  fit
1999/389/684	 not  fit
1999/390/684	 not  fit
1999/391/684	 not  fit
1999/392/684	 not  fit
1999/393/684	 not  fit
1999/394/684	 not  fit
1999/395/684	 not  fit
1999/396/684	 not  fit
1999/397/684	 not  fit
1999/398/684	 not  fit
1999/399/684	 not  fit
1999/400/684	 not  fit
1999/401/684	 not  fit
1999/402/684	 not  fit
1999/403/684	 not  fit
1999/404/684	 not  fit
1999/405/684	 not  fit
1999/406/684	 not  fit
1999/407/684	 not  fit
1999/408/684	 not  fit
1999/409/684	 not  fit
1999/410/684	 not  fit
1999/411/684	 not  fit
1999/412/684	 not  fit
1999/413/684	 not  fit
1999/414/684	 not  fit
1999/415/684	 not  fit
1999/416/684	 not  fit
1999/417/684	 not  fit
1999/418/684	 not  fit
1999/419/684	 not  fit
1999/420/684	 not  fit
1999/421/684	 not  fit
1999/422/684	 not  fit
1999/423/684	 not  fit
1999/424/684	 not  fit
1999/425/684	 not  fit
1999/426/684	 not  fit
1999/427/684	 not  fit
1999/428/684	 not  fit
1999/429/684	 not  fit
1999/430/684	 not  fit
1999/431/684	 not  fit
1999/432/684	 not  fit
1999/433/684	 not  fit
1999/434/684	 not  fit
1999/435/684	 not  fit
1999/436/684	 not  fit
1999/437/684	 not  fit
1999/438/684	 not  fit
1999/439/684	 not  fit
1999/440/684	 not  fit
1999/441/684	 not  fit
1999/442/684	 not  fit
1999/443/684	 not  fit
1999/444/684	 not  fit
1999/445/684	 not  fit
1999/446/684	 not  fit
1999/447/684	 not  fit
1999/448/684	 not  fit
1999/449/684	 not  fit
1999/450/684	 not  fit
1999/451/684	 not  fit
1999/452/684	 not  fit
1999/453/684	 not  fit
1999/454/684	 not  fit
1999/455/684	 not  fit
1999/456/684	 not  fit
1999/457/684	 not  fit
1999/458/684	 not  fit
1999/459/684	 not  fit
1999/460/684	 not  fit
1999/461/684	 not  fit
1999/462/684	 not  fit
1999/463/684	 not  fit
1999/464/684	 not  fit
1999/465/684	 not  fit
1999/466/684	 not  fit
1999/467/684	 not  fit
1999/468/684	 not  fit
1999/469/684	 not  fit
1999/470/684	 not  fit
1999/471/684	 not  fit
1999/472/684	 not  fit
1999/473/684	 not  fit
1999/474/684	 not  fit
1999/475/684	 not  fit
1999/476/684	 not  fit
1999/477/684	 not  fit
1999/478/684	 not  fit
1999/479/684	 not  fit
1999/480/684	 not  fit
1999/481/684	 not  fit
1999/482/684	 not  fit
1999/483/684	 not  fit
1999/484/684	 not  fit
1999/485/684	 not  fit
1999/486/684	 not  fit
1999/487/684	 not  fit
1999/488/684	 not  fit
1999/489/684	 not  fit
1999/490/684	 not  fit
1999/491/684	 not  fit
1999/492/684	 not  fit
1999/493/684	 not  fit
1999/494/684	 not  fit
1999/495/684	 not  fit
1999/496/684	 not  fit
1999/497/684	 not  fit
1999/498/684	 not  fit
1999/499/684	 not  fit
1999/500/684	 not  fit
1999/501/684	 not  fit
1999/502/684	 not  fit
1999/503/684	 not  fit
1999/504/684	 not  fit
1999/505/684	 not  fit
1999/506/684	 not  fit
1999/507/684	 not  fit
1999/508/684	 not  fit
1999/509/684	 not  fit
1999/510/684	 not  fit
1999/511/684	 not  fit
1999/512/684	 not  fit
1999/513/684	 not  fit
1999/514/684	 not  fit
1999/515/684	 not  fit
1999/516/684	 not  fit
1999/517/684	 not  fit
1999/518/684	 not  fit
1999/519/684	 not  fit
1999/520/684	 not  fit
1999/521/684	 not  fit
1999/522/684	 not  fit
1999/523/684	 not  fit
1999/524/684	 not  fit
1999/525/684	 not  fit
1999/526/684	 not  fit
1999/527/684	 not  fit
1999/528/684	 not  fit
1999/529/684	 not  fit
1999/530/684	 not  fit
1999/531/684	 not  fit
1999/532/684	 not  fit
1999/533/684	 not  fit
1999/534/684	 not  fit
1999/535/684	 not  fit
1999/536/684	 not  fit
1999/537/684	 not  fit
1999/538/684	 not  fit
1999/539/684	 not  fit
1999/540/684	 not  fit
1999/541/684	 not  fit
1999/542/684	 not  fit
1999/543/684	 not  fit
1999/544/684	 not  fit
1999/545/684	 not  fit
1999/546/684	 not  fit
1999/547/684	 not  fit
1999/548/684	 not  fit
1999/549/684	 not  fit
1999/550/684	 not  fit
1999/551/684	 not  fit
1999/552/684	 not  fit
1999/553/684	 not  fit
1999/554/684	 not  fit
1999/555/684	 not  fit
1999/556/684	 not  fit
1999/557/684	 not  fit
1999/558/684	 not  fit
1999/559/684	 not  fit
1999/560/684	 not  fit
1999/561/684	 not  fit
1999/562/684	 not  fit
1999/563/684	 not  fit
1999/564/684	 not  fit
1999/565/684	 not  fit
1999/566/684	 not  fit
1999/567/684	 not  fit
1999/568/684	 not  fit
1999/569/684	 not  fit
1999/570/684	 not  fit
1999/571/684	 not  fit
1999/572/684	 not  fit
1999/573/684	 not  fit
1999/574/684	 not  fit
1999/575/684	 not  fit
1999/576/684	 not  fit
1999/577/684	 not  fit
1999/578/684	 not  fit
1999/579/684	 not  fit
1999/580/684	 not  fit
1999/581/684	 not  fit
1999/582/684	 not  fit
1999/583/684	 not  fit
1999/584/684	 not  fit
1999/585/684	 not  fit
1999/586/684	 not  fit
1999/587/684	 not  fit
1999/588/684	 not  fit
1999/589/684	 not  fit
1999/590/684	 not  fit
1999/591/684	 not  fit
1999/592/684	 not  fit
1999/593/684	 not  fit
1999/594/684	 not  fit
1999/595/684	 not  fit
1999/596/684	 not  fit
1999/597/684	 not  fit
1999/598/684	 not  fit
1999/599/684	 not  fit
1999/600/684	 not  fit
1999/601/684	 not  fit
1999/602/684	 not  fit
1999/603/684	 not  fit
1999/604/684	 not  fit
1999/605/684	 not  fit
1999/606/684	 not  fit
1999/607/684	 not  fit
1999/608/684	 not  fit
1999/609/684	 not  fit
1999/610/684	 not  fit
1999/611/684	 not  fit
1999/612/684	 not  fit
1999/613/684	 not  fit
1999/614/684	 not  fit
1999/615/684	 not  fit
1999/616/684	 not  fit
1999/617/684	 not  fit
1999/618/684	 not  fit
1999/619/684	 not  fit
1999/620/684	 not  fit
1999/621/684	 not  fit
1999/622/684	 not  fit
1999/623/684	 not  fit
1999/624/684	 not  fit
1999/625/684	 not  fit
1999/626/684	 not  fit
1999/627/684	 not  fit
1999/628/684	 not  fit
1999/629/684	 not  fit
1999/630/684	 not  fit
1999/631/684	 not  fit
1999/632/684	 not  fit
1999/633/684	 not  fit
1999/634/684	 not  fit
1999/635/684	 not  fit
1999/636/684	 not  fit
1999/637/684	 not  fit
